,total,white,blk_af_am,am_indian_alas_nat,asian,nat_haw_pac_island,other,two_or_more,GEO_ID,County,perc_white,perc_blk_af_am,perc_am_indian_alas_nat,perc_asian,perc_nat_haw_pac_island,perc_other,perc_two_or_more,fips
134,74228,63808,6291,82,1319,73,2079,576,0500000US12087,"Monroe County, Florida",0.8596217060947351,0.08475238454491567,0.001104704424206499,0.017769574823516734,0.000983456377647249,0.028008298755186723,0.007759874979791992,12087
135,88625,78703,5674,416,564,0,2100,1168,0500000US12089,"Nassau County, Florida",0.8880451339915374,0.06402256699576869,0.004693935119887165,0.006363892806770099,0.0,0.02369534555712271,0.013179125528913963,12089
136,210738,162222,17644,1017,6656,211,8265,14723,0500000US12091,"Okaloosa County, Florida",0.769780485721607,0.08372481469882033,0.004825897560003417,0.03158424204462413,0.0010012432499122133,0.039219314978788826,0.06986400174624414,12091
137,1393452,885765,296070,4334,75180,1614,78188,52301,0500000US12095,"Orange County, Florida",0.6356623694249963,0.21247233489205225,0.0031102614227113672,0.05395234281482247,0.001158274558434736,0.05611101064119898,0.03753340624578385,12095
138,375751,269428,45340,692,10167,135,38838,11151,0500000US12097,"Osceola County, Florida",0.7170386772091092,0.12066501486356657,0.0018416451320156168,0.027057812221391295,0.00035928048095680386,0.1033610023659285,0.029676567727031998,12097
139,1496770,1083567,284114,5574,41879,177,40278,41181,0500000US12099,"Palm Beach County, Florida",0.7239368774093549,0.1898180749213306,0.00372401905436373,0.027979582701417052,0.00011825464166171155,0.026909946083900665,0.027513245187971432,12099
140,553947,475775,33988,1456,14880,399,8648,18801,0500000US12101,"Pasco County, Florida",0.858881806382199,0.06135605030806196,0.0026284102991802464,0.026861775585028894,0.0007202855146792021,0.01561160183194421,0.03394007007890647,12101
141,974996,791030,98811,2496,33833,499,12819,35508,0500000US12103,"Pinellas County, Florida",0.8113161489893291,0.10134503115910219,0.0025600105026071904,0.034700655182175105,0.0005117969714747547,0.013147746247164091,0.03641861094814748,12103
142,724777,543681,110868,3032,13001,303,36903,16989,0500000US12105,"Polk County, Florida",0.7501355589374387,0.15296843028959253,0.004183355708031574,0.017937931253337234,0.0004180596238567173,0.050916350822390884,0.023440313365352378,12105
143,74521,59972,12245,485,547,0,247,1025,0500000US12107,"Putnam County, Florida",0.804766441674159,0.16431609881778292,0.006508232578736195,0.007340212825914843,0.0,0.0033145019524697737,0.01375451215093732,12107
144,264672,233178,15216,964,6379,362,1226,7347,0500000US12109,"St. Johns County, Florida",0.8810074356184259,0.05749002538991658,0.0036422439850078586,0.024101529440212793,0.0013677306250755653,0.004632148470559787,0.027758886470801596,12109
145,328297,236472,64013,1009,6945,315,8121,11422,0500000US12111,"St. Lucie County, Florida",0.720298997554044,0.19498502880014135,0.003073436552877425,0.021154625232639956,0.0009594970407892853,0.024736747518253287,0.03479166730125466,12111
146,184313,157163,11268,518,4445,666,2678,7575,0500000US12113,"Santa Rosa County, Florida",0.8526962286979215,0.061135134255315686,0.0028104365942717008,0.024116584288682838,0.0036134184783493295,0.014529631659188446,0.04109856602627053,12113
147,433742,392685,18428,878,7194,35,4224,10298,0500000US12115,"Sarasota County, Florida",0.9053423463718063,0.04248608619870799,0.0020242448275703067,0.01658589668512618,8.069313093959082e-05,0.009738508145395189,0.023742224640454463,12115
148,471826,337829,59469,2021,22594,175,36774,12964,0500000US12117,"Seminole County, Florida",0.7160033571698041,0.12604010800591745,0.004283358695790398,0.04788629706713916,0.0003708994417433545,0.07793974897525782,0.027476230644347704,12117
149,132420,119040,8298,1444,1546,0,587,1505,0500000US12119,"Sumter County, Florida",0.8989578613502492,0.06266425011327593,0.010904697175653224,0.011674973568947289,0.0,0.00443286512611388,0.01136535266576046,12119
150,553284,435185,58899,946,10431,54,33368,14401,0500000US12127,"Volusia County, Florida",0.7865490417217921,0.10645346693560631,0.0017097909934138706,0.01885288567896415,9.759906304899473e-05,0.060308991404052895,0.026028224203121723,12127
151,74071,64977,2908,731,0,0,1906,3549,0500000US12131,"Walton County, Florida",0.8772259048750524,0.0392596292746149,0.00986890955974673,0.0,0.0,0.025732067880817056,0.04791348840976901,12131
152,83240,64541,10094,143,3227,0,2309,2926,0500000US13013,"Barrow County, Georgia",0.7753604036520904,0.12126381547333014,0.0017179240749639595,0.038767419509851034,0.0,0.027739067755886592,0.035151369533877944,13013
153,107738,90062,11529,21,571,0,2425,3130,0500000US13015,"Bartow County, Georgia",0.8359353245837123,0.10700959735655015,0.00019491729937440828,0.005299894187751768,0.0,0.022508307189663814,0.02905195938294752,13015
154,153159,60153,83244,0,3412,130,2109,4111,0500000US13021,"Bibb County, Georgia",0.392748712122696,0.5435136035100777,0.0,0.022277502464758847,0.0008487911255623241,0.013770003721622627,0.02684138705528242,13021
155,79608,51797,22620,217,965,0,1045,2964,0500000US13031,"Bulloch County, Georgia",0.6506506883730279,0.28414229725655715,0.0027258566978193145,0.012121897296754095,0.0,0.013126821424982414,0.03723243895085921,13031
156,119992,88404,24670,581,1254,0,4039,1044,0500000US13045,"Carroll County, Georgia",0.7367491166077739,0.2055970398026535,0.004841989465964398,0.010450696713114207,0.0,0.03366057737182479,0.008700580038669244,13045
158,289430,149040,118414,993,7984,66,7718,5215,0500000US13051,"Chatham County, Georgia",0.5149431641502263,0.40912828663234635,0.003430881387554849,0.02758525377466054,0.00022803441246588123,0.026666205991085927,0.01801817365166016,13051
159,258773,220530,19696,2545,4634,0,5627,5741,0500000US13057,"Cherokee County, Georgia",0.8522141027077786,0.07611304115962639,0.009834874581196647,0.017907586958453934,0.0,0.021744927020979778,0.02218546757196462,13057
160,128331,80775,36161,28,5434,0,1818,4115,0500000US13059,"Clarke County, Georgia",0.6294270285433761,0.2817791492312847,0.00021818578519609448,0.04234362702698491,0.0,0.014166491338803563,0.0320655180743546,13059
161,292256,49935,203719,103,14986,1237,11168,11108,0500000US13063,"Clayton County, Georgia",0.17086047848461622,0.6970566900251834,0.00035243074564765136,0.051276962662870906,0.004232590605496551,0.038213073469834664,0.038007774006350595,13063
162,760141,427108,213192,3323,41478,192,52378,22470,0500000US13067,"Cobb County, Georgia",0.5618799670061212,0.28046375606630874,0.004371557382117265,0.054566192324845,0.0002525847178352437,0.06890563724361665,0.029560305259155865,13067
163,156714,114364,26183,0,4693,0,1212,10262,0500000US13073,"Columbia County, Georgia",0.7297624972880534,0.16707505391987953,0.0,0.029946271551999182,0.0,0.0077338336077185195,0.06548234363234938,13073
164,148509,112588,27661,148,3526,0,1074,3512,0500000US13077,"Coweta County, Georgia",0.7581224033560255,0.18625807190136626,0.000996572598293706,0.023742668794483834,0.0,0.007231884936266489,0.02364839841356416,13077
165,759297,256943,409327,11330,47162,329,15189,19017,0500000US13089,"DeKalb County, Georgia",0.338395910954475,0.5390868131969441,0.014921697306850942,0.06211271742150963,0.00043329553521217654,0.020004030043579785,0.02504553554142845,13089
167,146343,65461,70313,163,2444,0,4060,3902,0500000US13097,"Douglas County, Georgia",0.4473121365558995,0.48046712176188816,0.0011138216382061321,0.016700491311507897,0.0,0.027743042031392003,0.026663386701106306,13097
168,114421,75067,28099,0,4796,653,3199,2607,0500000US13113,"Fayette County, Georgia",0.6560596394018581,0.24557554994275527,0.0,0.04191538266576939,0.005706994345443581,0.027958154534569703,0.022784279109604007,13113
169,98498,75873,12954,0,722,0,4601,4348,0500000US13115,"Floyd County, Georgia",0.7702999045665901,0.13151536071798411,0.0,0.007330098073057321,0.0,0.046711608357530104,0.04414302828483827,13115
170,244252,182582,9585,2330,35925,0,7860,5970,0500000US13117,"Forsyth County, Georgia",0.7475148617002113,0.039242257995840364,0.009539328234773922,0.14708170250397132,0.0,0.03217987979627598,0.024441969768927173,13117
171,1063937,469465,472625,2068,76786,673,17248,25072,0500000US13121,"Fulton County, Georgia",0.44125263055989217,0.4442227312331463,0.0019437241114840446,0.07217156654952314,0.0006325562509810262,0.016211486206420118,0.023565305088553177,13121
172,85292,55984,23597,539,672,183,2765,1552,0500000US13127,"Glynn County, Georgia",0.6563804342728509,0.2766613515921775,0.0063194672419453176,0.00787881630164611,0.002145570510716128,0.03241804624114806,0.018196313839516014,13127
173,936250,429774,266298,4271,113593,161,88086,34067,0500000US13135,"Gwinnett County, Georgia",0.45903765020026704,0.28443044058744993,0.004561815754339118,0.12132763684913217,0.00017196261682242992,0.09408384512683578,0.03638664886515354,13135
174,204441,174994,13567,198,3757,43,6009,5873,0500000US13139,"Hall County, Georgia",0.855963334164869,0.06636144413302615,0.0009684945778977798,0.01837694004627252,0.00021032963055355825,0.029392343023170498,0.028727114424210408,13139
175,234561,106904,112316,92,7704,0,1880,5665,0500000US13151,"Henry County, Georgia",0.4557620405779307,0.4788349299329386,0.00039222206590183365,0.032844334735953544,0.0,0.00801497265103747,0.024151500036237908,13151
176,157863,91443,49550,1437,6101,0,2620,6712,0500000US13153,"Houston County, Georgia",0.5792554303414986,0.3138797564977227,0.009102829668763421,0.03864743480106168,0.0,0.01659666926385537,0.04251787942709818,13153
177,72977,61658,5157,0,1405,137,2461,2159,0500000US13157,"Jackson County, Georgia",0.8448963372021322,0.07066610027816983,0.0,0.019252641243131398,0.0018773038080491114,0.03372295380736397,0.029584663661153515,13157
178,117406,64240,44053,1076,1339,614,2858,3226,0500000US13185,"Lowndes County, Georgia",0.5471611331618487,0.3752193243956868,0.00916477863141577,0.011404868575711633,0.005229715687443572,0.024342878558165682,0.027477300989727952,13185
179,195769,83333,91340,940,5734,292,6568,7562,0500000US13215,"Muscogee County, Georgia",0.4256700499057563,0.46657029458187965,0.004801577369246407,0.02928962195240309,0.0014915538210850544,0.033549744852351494,0.038627157517278014,13215
181,168667,125701,31020,349,2404,0,982,8211,0500000US13223,"Paulding County, Georgia",0.7452613730012392,0.18391268001446637,0.002069165871213693,0.014252936259019251,0.0,0.005822122881180077,0.048681721972881474,13223
182,202518,71738,114219,255,3628,0,5695,6983,0500000US13245,"Richmond County, Georgia",0.3542302412625051,0.5639943116167452,0.001259147335051699,0.017914456986539467,0.0,0.02812095714948795,0.034480885649670646,13245
183,90896,33387,50986,136,1901,930,1088,2468,0500000US13247,"Rockdale County, Georgia",0.36730989262453795,0.5609267734553776,0.0014962154550255237,0.020914011617672944,0.01023147333215983,0.01196972364020419,0.027151909875022005,13247
185,69922,40247,25464,213,1781,0,1395,822,0500000US13285,"Troup County, Georgia",0.5755985240696776,0.3641772260518864,0.0030462515374274192,0.02547123938102457,0.0,0.019950802322588026,0.011755956637395955,13285
186,69761,64123,4227,42,607,0,155,607,0500000US13295,"Walker County, Georgia",0.9191812043978728,0.060592594716245465,0.0006020555897994582,0.008701136738292169,0.0,0.002221871819498,0.008701136738292169,13295
187,94593,72825,17174,142,1793,0,895,1764,0500000US13297,"Walton County, Georgia",0.7698772636453014,0.181556774814204,0.0015011681625490259,0.01895489095387608,0.0,0.009461588066770268,0.018648314357299165,13297
188,104628,93218,3641,414,1597,0,2312,3446,0500000US13313,"Whitfield County, Georgia",0.8909469740413656,0.03479948006269832,0.0039568757885078566,0.015263600565814122,0.0,0.0220973353213289,0.0329357342202852,13313
189,201513,66070,826,1628,47011,23588,3494,58896,0500000US15001,"Hawaii County, Hawaii",0.3278696659768849,0.004098991132085771,0.008078883248227161,0.2332901599400535,0.11705448283733556,0.017338831737902766,0.2922689851275104,15001
190,974563,196270,25241,3090,428277,101448,16569,203668,0500000US15003,"Honolulu County, Hawaii",0.2013928294014856,0.02589981355746114,0.0031706518716594,0.43945542771478086,0.10409588707964493,0.017001466298228025,0.20898392407674005,15003
191,72293,22554,137,191,21926,8227,744,18514,0500000US15007,"Kauai County, Hawaii",0.3119804130413733,0.0018950659123289945,0.002642026198940423,0.3032935415600404,0.11380078292504116,0.010291452837757458,0.2560967175245183,15007
192,167488,56312,719,1220,50627,19330,3890,35390,0500000US15009,"Maui County, Hawaii",0.3362151318303401,0.004292844860527321,0.007284103935804356,0.3022724016048911,0.11541125334352312,0.023225544516622086,0.21129871990829194,15009
193,481587,434358,6795,3848,11196,655,7446,17289,0500000US16001,"Ada County, Idaho",0.9019304923098007,0.014109600134555127,0.007990248906220476,0.02324813585084315,0.0013600865471866974,0.015461380809697936,0.035900055441695895,16001
194,87808,77618,729,2237,1826,12,1793,3593,0500000US16005,"Bannock County, Idaho",0.8839513483965015,0.008302204810495626,0.02547603862973761,0.02079537172011662,0.00013666180758017493,0.020419551749271136,0.040918822886297376,16005
195,119062,108330,374,611,1866,14,3812,4055,0500000US16019,"Bonneville County, Idaho",0.9098620886596899,0.0031412205405587004,0.00513178008096622,0.015672506761183248,0.00011758579563588719,0.032016932354571565,0.03405788580739447,16019
196,229849,181500,1063,1567,2428,313,31590,11388,0500000US16027,"Canyon County, Idaho",0.78964885642313,0.004624775396020866,0.006817519327906582,0.010563456878211348,0.0013617635926195023,0.13743805715926544,0.0495455712228463,16027
197,165697,155439,340,1411,1971,9,766,5761,0500000US16055,"Kootenai County, Idaho",0.9380918181982776,0.0020519381763097703,0.008515543431685547,0.011895206310313404,5.431601054937627e-05,0.004622896008980247,0.03476828186388408,16055
200,209689,149478,28368,341,22675,240,1789,6798,0500000US17019,"Champaign County, Illinois",0.7128557053541197,0.13528606650801903,0.001626217875043517,0.10813633523933062,0.0011445521701186042,0.008531682634759095,0.032419440218609465,17019
201,5150233,2916176,1189794,16797,395599,2084,483181,146602,0500000US17031,"Cook County, Illinois",0.5662221495610005,0.23101750930491882,0.0032614058431919488,0.0768118646282605,0.0004046418870757886,0.09381730884796863,0.028465119927583857,17031
202,104897,85417,7845,138,1958,0,5587,3952,0500000US17037,"DeKalb County, Illinois",0.8142940217546736,0.07478764883647769,0.0013155762319227433,0.01866592943554153,0.0,0.053261771070669324,0.03767505267071508,17037
203,922921,703358,45020,439,112874,201,30593,30436,0500000US17043,"DuPage County, Illinois",0.7620998980411108,0.048779906405857054,0.00047566368085675805,0.12230082531440936,0.0002177867878182423,0.03314801591902232,0.032977903850925486,17043
204,532403,394664,30388,2644,21614,429,65266,17398,0500000US17089,"Kane County, Illinois",0.7412880844022292,0.05707706380317166,0.00496616285032203,0.0405970665078897,0.0008057805835053522,0.12258758872508231,0.0326782531277998,17089
205,109862,88698,17177,152,709,0,1244,1882,0500000US17091,"Kankakee County, Illinois",0.8073583222588339,0.15635069450765507,0.0013835539130909688,0.006453550818299321,0.0,0.011323296499244507,0.017130582002876336,17091
