,total,white,blk_af_am,am_indian_alas_nat,asian,nat_haw_pac_island,other,two_or_more,GEO_ID,County,perc_white,perc_blk_af_am,perc_am_indian_alas_nat,perc_asian,perc_nat_haw_pac_island,perc_other,perc_two_or_more,fips
421,506471,320002,98594,586,28838,150,43588,14713,0500000US34007,"Camden County, New Jersey",0.631826896307982,0.19466859899184752,0.0011570257724529145,0.05693909424231595,0.00029616700660057535,0.08606218322470585,0.0290500344540951,34007
422,92039,83801,4126,0,448,0,1396,2268,0500000US34009,"Cape May County, New Jersey",0.9104944643031758,0.044828822564347726,0.0,0.004867501819880703,0.0,0.01516748334944969,0.024641727963146058,34009
423,149527,98730,30121,1322,1937,36,10506,6875,0500000US34011,"Cumberland County, New Jersey",0.6602820895222936,0.20144188006179486,0.008841212623807071,0.012954182187832298,0.00024075919399172056,0.07026155811325045,0.04597831829702997,34011
424,798975,352316,318621,1897,44008,120,57536,24477,0500000US34013,"Essex County, New Jersey",0.4409599799743421,0.3987871960949967,0.002374292061704058,0.05508057198285303,0.00015019243405613443,0.07201226571544792,0.03063550173660002,34013
425,291636,235630,31882,352,9151,0,6297,8324,0500000US34015,"Gloucester County, New Jersey",0.8079592368569039,0.10932120862993595,0.0012069840486085394,0.03137815633186575,0.0,0.021591984528659014,0.028542429604026937,34015
426,672391,379783,84657,4495,104983,0,68762,29711,0500000US34017,"Hudson County, New Jersey",0.5648246332862873,0.12590442168321705,0.0066850984025663635,0.156133856639961,0.0,0.10226490241541009,0.04418708757255823,34017
427,124371,111742,3075,251,5314,0,1803,2186,0500000US34019,"Hunterdon County, New Jersey",0.8984570358041666,0.024724413247461226,0.0020181553577602496,0.042727002275450066,0.0,0.014496948645584581,0.017576444669577314,34019
428,367430,219260,75137,914,43674,269,19759,8417,0500000US34021,"Mercer County, New Jersey",0.5967395150096617,0.2044933728873527,0.0024875486487222057,0.11886345698500395,0.0007321122390659445,0.05377622948588847,0.02290776474430504,34021
429,825062,453929,83965,1596,201501,608,53876,29587,0500000US34023,"Middlesex County, New Jersey",0.5501756231652895,0.10176810954813093,0.0019344000814484246,0.2442252824636209,0.000736914316742257,0.06529933508027276,0.03586033534449532,34023
430,618795,511376,45968,263,32678,108,15451,12951,0500000US34025,"Monmouth County, New Jersey",0.8264061603600547,0.0742863145306604,0.0004250195945345389,0.05280908863193788,0.000174532761253727,0.02496949716788274,0.020929386953676098,34025
431,491845,399916,18588,648,53203,163,8715,10612,0500000US34027,"Morris County, New Jersey",0.8130935558966748,0.03779239394524698,0.0013174882330815603,0.10817025688987385,0.00033140521912391097,0.017718996838434874,0.02157590297756407,34027
432,607186,555478,19317,418,9648,97,9604,12624,0500000US34029,"Ocean County, New Jersey",0.9148399337270622,0.031813974630508605,0.0006884216698013458,0.015889694426419583,0.00015975335399696304,0.015817228987493125,0.02079099320471816,34029
433,501826,334477,57221,710,26257,309,71747,11105,0500000US34031,"Passaic County, New Jersey",0.6665198694368167,0.11402557858700027,0.0014148330297752607,0.05232291670818172,0.0006157512763388107,0.14297186674265583,0.022129184219231365,34031
434,62385,49285,8155,214,676,276,1491,2288,0500000US34033,"Salem County, New Jersey",0.7900136250701291,0.13072052576741203,0.003430311773663541,0.01083593812615212,0.004424140418369801,0.023899975955758594,0.03667548288851487,34033
435,328934,200713,32756,539,60895,19,26839,7173,0500000US34035,"Somerset County, New Jersey",0.6101923182158123,0.09958228702414466,0.0016386265937847714,0.18512832361507173,5.776234746180085e-05,0.08159387597511963,0.02180680622860513,34035
436,140488,130668,3431,0,2474,0,869,3046,0500000US34037,"Sussex County, New Jersey",0.9301007915266785,0.02442201469164626,0.0,0.01761004498604863,0.0,0.0061855816866921015,0.021681567108934572,34037
437,556341,279505,117093,793,30348,0,110679,17923,0500000US34039,"Union County, New Jersey",0.502398708705632,0.2104698377433984,0.001425384790982509,0.05454927823043781,0.0,0.19894093730284124,0.03221585322670808,34039
438,105267,92621,5062,52,2434,0,1630,3468,0500000US34041,"Warren County, New Jersey",0.8798673848404533,0.04808724481556423,0.0004939819696581075,0.023122156041304492,0.0,0.01548443481812914,0.032944797514890704,34041
439,679121,503932,19726,35029,18355,499,70441,31139,0500000US35001,"Bernalillo County, New Mexico",0.7420356608027141,0.029046370234464845,0.05157990991296102,0.027027584186028703,0.0007347733319982742,0.10372378412683454,0.04585191740499852,35001
440,64615,56610,1464,350,928,0,4210,1053,0500000US35005,"Chaves County, New Mexico",0.8761123578116536,0.022657277721891203,0.005416698908922077,0.014361990249941965,0.0,0.06515514973303413,0.01629652557455699,35005
441,218195,174131,3881,2930,3135,229,29566,4323,0500000US35013,"Doña Ana County, New Mexico",0.7980522010128555,0.017786842044959783,0.013428355370196383,0.014367881940466096,0.0010495199248378743,0.1355026467150943,0.019812552991590092,35013
442,71070,62706,3154,678,1191,0,3030,311,0500000US35025,"Lea County, New Mexico",0.8823132123258759,0.04437878148304489,0.009539890249050232,0.016758125791473195,0.0,0.04263402279442803,0.0043759673561277615,35025
443,71367,8354,279,53214,539,34,5216,3731,0500000US35031,"McKinley County, New Mexico",0.11705690305042947,0.003909369876833831,0.7456387405943924,0.007552510263847436,0.0004764106659940869,0.07308700099485757,0.05227906455364524,35031
444,67490,52701,2738,5387,450,0,3714,2500,0500000US35035,"Otero County, New Mexico",0.7808712401837309,0.04056897318121203,0.07981923247888575,0.006667654467328493,0.0,0.055030374870351166,0.03704252481849163,35035
445,146748,106514,4104,18981,3143,0,8348,5658,0500000US35043,"Sandoval County, New Mexico",0.7258293128356094,0.027966309591953554,0.12934418186278518,0.021417668383896204,0.0,0.05688663559298934,0.03855589173276638,35043
446,123958,64549,1348,49843,681,0,2746,4791,0500000US35045,"San Juan County, New Mexico",0.5207328288613885,0.010874651091498733,0.4020958711821746,0.0054937962858387515,0.0,0.02215266461220736,0.03865018796689201,35045
447,150358,124279,1607,5957,2406,0,12129,3980,0500000US35049,"Santa Fe County, New Mexico",0.8265539578871759,0.010687825057529363,0.03961877652003884,0.016001809015815587,0.0,0.08066747362960401,0.026470157889836258,35049
448,76688,65270,3165,1967,630,0,2358,3298,0500000US35061,"Valencia County, New Mexico",0.8511109952013353,0.041271124556645104,0.02564938451909034,0.00821510536198623,0.0,0.030747965783434174,0.04300542457750887,35061
449,305506,228731,34706,352,19351,241,3849,18276,0500000US36001,"Albany County, New York",0.7486956066329303,0.11360169685701754,0.0011521868637604498,0.0633408181836036,0.0007888552106996262,0.012598770564244237,0.059822065687744265,36001
450,1418207,321736,542543,7621,53314,1449,429572,61972,0500000US36005,"Bronx County, New York",0.22686109996636597,0.3825555789810655,0.005373686633897591,0.03759253761968458,0.001021712627282195,0.3028979549529794,0.04369742921872477,36005
451,190488,161716,9147,294,8873,0,2308,8150,0500000US36007,"Broome County, New York",0.8489563647053883,0.04801877283608416,0.001543404308932846,0.04658036201755491,0.0,0.01211624879257486,0.04278484733946495,36007
452,76117,69772,1159,2652,656,0,547,1331,0500000US36009,"Cattaraugus County, New York",0.9166414861331897,0.015226559112944547,0.034841099885702276,0.008618311283944455,0.0,0.007186305293167098,0.017486238291051934,36009
453,76576,69910,2757,66,642,35,839,2327,0500000US36011,"Cayuga County, New York",0.9129492269118261,0.03600344755536983,0.0008618888424571667,0.008383827831174258,0.0004570622649394066,0.010956435436690348,0.030388111157542832,36011
454,126903,116198,2959,713,838,91,3302,2802,0500000US36013,"Chautauqua County, New York",0.9156442322088524,0.023317021662214447,0.005618464496505205,0.006603468791123929,0.0007170831264824315,0.026019873446648228,0.02207985626817333,36013
455,83456,73854,4716,141,1294,0,320,3131,0500000US36015,"Chemung County, New York",0.8849453604294478,0.05650881901840491,0.001689513036809816,0.015505176380368099,0.0,0.003834355828220859,0.03751677530674847,36015
456,80485,73558,3007,386,1261,0,965,1308,0500000US36019,"Clinton County, New York",0.9139342734671057,0.03736099894390259,0.004795924706467044,0.0156675156861527,0.0,0.011989811766167608,0.016251475430204387,36019
457,294218,226823,33517,642,9524,185,12239,11288,0500000US36027,"Dutchess County, New York",0.7709351569244574,0.1139189308607903,0.0021820554826693134,0.032370555166577164,0.0006287854584015934,0.04159840662366001,0.038366109483444245,36027
458,918702,709543,125408,5451,35121,287,21974,20918,0500000US36029,"Erie County, New York",0.7723320510894719,0.13650563512433847,0.005933371212863366,0.038228936042372826,0.00031239727354463146,0.023918528532647147,0.022769080724761675,36029
459,109834,95631,6380,682,2372,285,676,3808,0500000US36045,"Jefferson County, New York",0.8706866726150372,0.058087659558970814,0.006209370504579638,0.02159622703352332,0.002594824917602928,0.006154742611577471,0.034670502758708595,36045
460,2559903,1115915,820016,7083,306350,859,222349,87331,0500000US36047,"Kings County, New York",0.43592081418710005,0.3203308875375356,0.002766901714635281,0.11967250321594217,0.00033555958956257327,0.0868583692428971,0.03411496451232723,36047
461,62914,57695,1405,315,523,0,1202,1774,0500000US36051,"Livingston County, New York",0.9170454906698032,0.02233207235273548,0.005006834726769876,0.008312935117779826,0.0,0.019105445528817114,0.028197221604094477,36051
462,70941,66809,1482,271,774,0,312,1293,0500000US36053,"Madison County, New York",0.9417544156411666,0.020890599230346345,0.003820075837667921,0.01091047490167886,0.0,0.0043980208905992305,0.018226413498541042,36053
463,741770,560867,114292,1744,26360,1150,14730,22627,0500000US36055,"Monroe County, New York",0.7561198215080146,0.15408010569313937,0.0023511331005567765,0.035536621863920086,0.0015503457945185166,0.019857907437615435,0.030504064602235193,36055
464,1356924,913426,159981,4833,140604,78,92513,45489,0500000US36059,"Nassau County, New York",0.6731592926354019,0.11789974972806141,0.003561732270930428,0.10361965740159361,5.748295409322851e-05,0.06817846835931858,0.03352361665060092,36059
465,1628706,922746,233945,6440,202025,345,194114,69091,0500000US36061,"New York County, New York",0.5665516059988728,0.14363856951469448,0.003954059234754462,0.12404018895982455,0.00021182460186184617,0.11918295874147944,0.042420792948512503,36061
466,209281,180375,13563,2123,2126,315,3530,7249,0500000US36063,"Niagara County, New York",0.8618794826095059,0.06480760317467903,0.010144255809175223,0.010158590603064779,0.001505153358403295,0.016867274143376607,0.0346376403017952,36063
467,228671,192723,13605,450,9279,0,2793,9821,0500000US36065,"Oneida County, New York",0.8427959820003411,0.05949595707369977,0.0019678927367265636,0.04057794823130174,0.0,0.012214054252616204,0.04294816570531462,36065
468,460528,361908,53491,3274,17372,178,5379,18926,0500000US36067,"Onondaga County, New York",0.7858544974464093,0.11615146093180002,0.007109231143383247,0.03772191918840982,0.000386512872181496,0.011680071570023973,0.0410963068477921,36067
469,109777,101621,3271,159,1319,0,1282,2125,0500000US36069,"Ontario County, New York",0.9257039270521148,0.029796769815170755,0.0014483908286799603,0.012015267314646966,0.0,0.011678220392249743,0.019357424597137834,36069
470,384940,289443,44427,1295,11472,464,23877,13962,0500000US36071,"Orange County, New York",0.7519171818984777,0.11541279160388632,0.0033641606484127395,0.029802047072271003,0.0012053826570374603,0.06202784849586949,0.03627058762404531,36071
471,117124,111452,1145,51,816,74,1020,2566,0500000US36075,"Oswego County, New York",0.9515726921894744,0.009775963935657935,0.00043543594822581196,0.006966975171612991,0.000631809022915884,0.008708718964516238,0.021908404767596736,36075
472,98320,84960,3352,0,2293,0,5907,1808,0500000US36079,"Putnam County, New York",0.8641171684296176,0.03409275834011392,0.0,0.023321806346623272,0.0,0.0600793327908869,0.018388934092758342,36079
473,2253858,821416,415664,11642,588964,1030,328194,86948,0500000US36081,"Queens County, New York",0.3644488694496281,0.18442333101730454,0.005165365342448371,0.2613137118664974,0.0004569941850817576,0.1456143199793421,0.03857740815969773,36081
474,158714,135363,11430,0,4485,16,2265,5155,0500000US36083,"Rensselaer County, New York",0.8528737225449551,0.07201633126252252,0.0,0.02825837670274834,0.00010081026248472095,0.014270952782993309,0.03247980644429603,36083
475,476143,349964,47951,1001,51270,177,16010,9770,0500000US36085,"Richmond County, New York",0.734997679268623,0.10070714050190804,0.0021023096002671464,0.10767773547022638,0.00037173706218509987,0.03362435234792909,0.02051904574886116,36085
476,325789,225965,39418,344,19281,0,31721,9060,0500000US36087,"Rockland County, New York",0.6935930924616853,0.12099242147524931,0.001055898142662889,0.05918247700198595,0.0,0.09736670053316718,0.02780941038524935,36087
477,107740,99891,2443,875,1169,0,866,2496,0500000US36089,"St. Lawrence County, New York",0.9271486912938556,0.022674958232782625,0.008121403378503806,0.010850194913681084,0.0,0.00803786894375348,0.023166883237423427,36089
478,229863,213426,3698,61,7710,0,587,4381,0500000US36091,"Saratoga County, New York",0.9284921888255178,0.016087843628596162,0.00026537546277565334,0.03354171832787356,0.0,0.002553695027037844,0.01905917872819897,36091
479,155299,115066,17187,116,7885,233,6540,8272,0500000US36093,"Schenectady County, New York",0.740932008577003,0.11067038422655652,0.0007469462134334413,0.05077302493898866,0.0015003316183619985,0.04211231237805781,0.053264992047598506,36093
480,95379,89739,2274,186,1650,0,518,1012,0500000US36101,"Steuben County, New York",0.9408674865536439,0.0238417261661372,0.0019501148051457868,0.017299405529519078,0.0,0.00543096488744902,0.010610302058105033,36101
481,1476601,1177731,112956,5145,59658,384,87282,33445,0500000US36103,"Suffolk County, New York",0.7975959653284808,0.07649730699085264,0.0034843535931507563,0.040402248136090925,0.0002600567113255375,0.05911007780707178,0.022649991433027608,36103
482,75432,57574,4904,542,1204,0,6993,4215,0500000US36105,"Sullivan County, New York",0.7632569731678863,0.06501219641531446,0.007185279456994379,0.015961395694135114,0.0,0.09270601336302896,0.05587814190264079,36105
483,102180,80958,3425,103,10022,87,2392,5193,0500000US36109,"Tompkins County, New York",0.7923076923076923,0.03351927970248581,0.0010080250538265806,0.0980818164024271,0.0008514386376981797,0.02340966921119593,0.0508220786846741,36109
484,177573,150453,11119,499,2922,0,5101,7479,0500000US36111,"Ulster County, New York",0.8472740788295517,0.06261650138253,0.0028101118976420966,0.016455204338497408,0.0,0.028726214007760188,0.042117889544018516,36111
485,63944,60642,1025,0,401,0,189,1687,0500000US36113,"Warren County, New York",0.9483610659326911,0.016029650944576503,0.0,0.006271112223195296,0.0,0.0029557112473414236,0.026382459652195673,36113
486,89918,82992,1950,109,932,26,963,2946,0500000US36117,"Wayne County, New York",0.922974265441847,0.021686425409817835,0.0012122155741898174,0.010364999221512934,0.00028915233879757115,0.010709757779310039,0.03276318423452479,36117
487,967506,610441,150193,3015,59202,106,115542,29007,0500000US36119,"Westchester County, New York",0.6309428572019191,0.15523728018224175,0.003116259744125618,0.06119031819957706,0.0001095600440720781,0.119422515209208,0.029981209418856316,36119
488,169509,117967,34307,1471,3008,72,8432,4252,0500000US37001,"Alamance County, North Carolina",0.6959335492510722,0.20239043354630137,0.008678005297653812,0.017745370452306366,0.00042475620763499284,0.04974367142747583,0.02508421381755541,37001
489,142820,122295,10666,835,940,15,1977,6092,0500000US37019,"Brunswick County, North Carolina",0.8562876347850441,0.0746814171684638,0.005846520095224759,0.00658171124492368,0.00010502730709984596,0.013842599075759698,0.04265509032348411,37019
490,261191,230830,16828,1170,3404,56,3976,4927,0500000US37021,"Buncombe County, North Carolina",0.8837593944661186,0.06442794736418943,0.004479480533402759,0.013032608321113668,0.00021440248706885,0.01522257658188835,0.018863590246218285,37021
491,90485,74458,3619,1240,3192,314,5770,1892,0500000US37023,"Burke County, North Carolina",0.8228767198983257,0.03999557937779742,0.013703928827982539,0.0352765651765486,0.0034701884290213847,0.06376747527214456,0.020909543018179808,37023
492,216453,148373,40511,162,9020,0,10784,7603,0500000US37025,"Cabarrus County, North Carolina",0.6854744447986398,0.18715841314280698,0.0007484303751853751,0.04167186409982768,0.0,0.04982143929629065,0.03512540828724943,37025
493,82178,72726,4603,0,99,0,2830,1920,0500000US37027,"Caldwell County, North Carolina",0.8849813818783616,0.056012558105575705,0.0,0.0012047019883667162,0.0,0.0344374406775536,0.023363917350142375,37027
494,69473,62595,3431,301,593,0,533,2020,0500000US37031,"Carteret County, North Carolina",0.9009975098239604,0.04938609243878917,0.004332618427302693,0.00853569012422092,0.0,0.007672045254991148,0.029076043930735682,37031
495,159551,126059,14154,716,7190,0,7927,3505,0500000US37035,"Catawba County, North Carolina",0.7900859286372383,0.08871144649673145,0.004487593308722603,0.04506396073982614,0.0,0.04968317340536882,0.02196789741211274,37035
496,74470,57614,7830,39,1205,0,5059,2723,0500000US37037,"Chatham County, North Carolina",0.7736538203303344,0.10514301060829864,0.000523700819121794,0.016181012488250303,0.0,0.06793339599838862,0.03656505975560628,37037
497,97947,73238,20406,601,1041,0,1720,941,0500000US37045,"Cleveland County, North Carolina",0.7477309156993067,0.2083371619345156,0.0061359714947879975,0.010628196881987196,0.0,0.017560517422687782,0.009607236566714653,37045
498,102139,73100,22314,704,2310,46,994,2671,0500000US37049,"Craven County, North Carolina",0.7156913617717032,0.2184669910612009,0.006892567971098209,0.022616238655165998,0.0004503666572024398,0.009731836027374461,0.02615063785625471,37049
499,335509,164571,123893,5130,9338,1310,10824,20443,0500000US37051,"Cumberland County, North Carolina",0.4905114318840925,0.36926878265560686,0.01529020085899335,0.027832338327734876,0.0039045152290996667,0.032261429648683046,0.06093130139578968,37051
500,167609,144346,17508,490,2643,127,638,1857,0500000US37057,"Davidson County, North Carolina",0.8612067371083891,0.10445739787242929,0.002923470696680966,0.015768842961893455,0.000757715874445883,0.003806478172413176,0.011079357313748069,37057
501,321488,171593,114381,375,14204,197,10035,10703,0500000US37063,"Durham County, North Carolina",0.5337462051460707,0.35578621908127206,0.001166451002836809,0.04418205345145075,0.0006127755934902702,0.031214228835913006,0.033292066888966305,37063
502,382295,252469,100923,1953,8884,116,8682,9268,0500000US37067,"Forsyth County, North Carolina",0.6604036150093514,0.26399246655070036,0.005108620306307956,0.023238598464536547,0.0003034305967904367,0.0227102107011601,0.02424305837115317,37067
503,69685,47610,16363,230,204,0,2234,3044,0500000US37069,"Franklin County, North Carolina",0.6832173351510368,0.23481380497955084,0.0033005668364784386,0.0029274592810504415,0.0,0.03205854918562101,0.04368228456626247,37069
504,224529,171404,38825,1008,3455,452,4361,5024,0500000US37071,"Gaston County, North Carolina",0.7633935928098374,0.1729175295841517,0.004489397806074049,0.015387767281731982,0.002013102984469712,0.019422880786000917,0.022375728747734146,37071
505,537174,288313,184002,3141,27018,173,15955,18572,0500000US37081,"Guilford County, North Carolina",0.5367218070867168,0.3425370550324476,0.005847267365881446,0.05029655195523238,0.0003220557957012067,0.029701735378108395,0.0345735273859122,37081
506,135976,90982,30201,788,2460,1039,5809,4697,0500000US37085,"Harnett County, North Carolina",0.66910337118315,0.22210537153615345,0.005795140318879803,0.01809142789904101,0.007641054303700653,0.04272077425428017,0.034542860504794964,37085
507,117417,107103,4223,253,1098,0,2622,2118,0500000US37089,"Henderson County, North Carolina",0.9121592273691204,0.03596583118287812,0.0021547135423320304,0.009351286440634661,0.0,0.02233066762053195,0.018038273844502926,37089
508,181806,143949,20825,317,5102,0,4938,6675,0500000US37097,"Iredell County, North Carolina",0.791772548760767,0.11454517452669329,0.0017436168223270959,0.02806288021297427,0.0,0.02716081977492492,0.03671495990231346,37097
509,209339,158143,34923,766,2028,0,9769,3710,0500000US37101,"Johnston County, North Carolina",0.7554397412808889,0.16682510186826152,0.0036591366157285553,0.009687635844252624,0.0,0.04666593420241809,0.01772245018845031,37101
510,86111,78483,5379,353,753,60,423,660,0500000US37109,"Lincoln County, North Carolina",0.9114166598924643,0.06246588705275749,0.004099360128206617,0.008744527412293436,0.0006967750926130227,0.00491226440292181,0.00766452601874325,37109
511,1110356,579664,352014,3809,63628,379,75332,35530,0500000US37119,"Mecklenburg County, North Carolina",0.5220523868020707,0.31702805226431885,0.003430431321125837,0.05730414389619185,0.0003413319692062726,0.06784490739906841,0.031998746348018116,37119
512,100880,81646,12124,731,1454,175,3150,1600,0500000US37125,"Moore County, North Carolina",0.8093378271213323,0.12018239492466297,0.007246233148295004,0.014413164155432198,0.0017347343378271212,0.031225218080888184,0.01586042823156225,37125
513,94298,46857,38764,301,170,0,5506,2700,0500000US37127,"Nash County, North Carolina",0.49690343379499036,0.4110797683938153,0.003192008314068167,0.0018027953933275362,0.0,0.05838936138624361,0.028632632717554986,37127
514,234473,189556,29299,805,2674,161,4722,7256,0500000US37129,"New Hanover County, North Carolina",0.8084342333658886,0.12495681805581027,0.00343323111829507,0.011404298149467102,0.000686646223659014,0.0201387793050799,0.030945993781800036,37129
515,197938,149113,28855,1153,4111,22,1670,13014,0500000US37133,"Onslow County, North Carolina",0.7533318513878083,0.14577797087977043,0.005825056330770241,0.020769129727490426,0.00011114591437722923,0.008436985318635128,0.06574786044114823,37133
516,148476,114580,16943,398,12048,9,1600,2898,0500000US37135,"Orange County, North Carolina",0.7717072119399768,0.11411271855384035,0.0026805679032301517,0.08114442738220319,6.061585710821951e-05,0.01077615237479458,0.01951830598884668,37135
517,180742,100199,61537,366,2936,217,8754,6733,0500000US37147,"Pitt County, North Carolina",0.5543758506600569,0.3404687344391453,0.00202498589149174,0.01624414911863319,0.00120060638921778,0.04843367894567948,0.03725199455577564,37147
518,143667,122978,8140,570,1477,0,6484,4018,0500000US37151,"Randolph County, North Carolina",0.8559933735652585,0.05665880125568154,0.0039675081960366685,0.010280718606221331,0.0,0.0451321458650908,0.02796745251171111,37151
519,130625,35102,30428,52786,628,59,9448,2174,0500000US37155,"Robeson County, North Carolina",0.26872344497607653,0.23294162679425837,0.40410334928229663,0.004807655502392345,0.00045167464114832535,0.07232918660287081,0.01664306220095694,37155
521,142088,108730,23034,429,1196,0,3714,4985,0500000US37159,"Rowan County, North Carolina",0.7652299983109059,0.16211080457181465,0.0030192556725409606,0.008417318844659648,0.0,0.026138730927312653,0.035083891672766175,37159
522,67029,58284,6660,54,383,0,301,1347,0500000US37161,"Rutherford County, North Carolina",0.8695340822629012,0.0993599785167614,0.0008056214474332006,0.005713944710498441,0.0,0.004490593623655433,0.02009577943875039,37161
523,71783,65624,1731,859,428,0,1481,1660,0500000US37171,"Surry County, North Carolina",0.9141997408857251,0.024114344621985705,0.011966621623504172,0.005962414499254698,0.0,0.020631625872421046,0.023125252497109342,37171
524,239859,190315,28137,934,8031,208,6391,5843,0500000US37179,"Union County, North Carolina",0.7934453157896931,0.11730641752029317,0.0038939543648560198,0.03348217077533051,0.0008671761326445954,0.02664482049870966,0.024360144918472937,37179
525,1111761,718463,230927,5266,83883,262,45166,27794,0500000US37183,"Wake County, North Carolina",0.6462387149756108,0.20771280877814566,0.004736629545378908,0.075450568962214,0.000235662161201913,0.04062563806429619,0.024999977513152558,37183
526,123131,78388,38998,480,1342,6,1177,2740,0500000US37191,"Wayne County, North Carolina",0.6366227838643396,0.31671959132955957,0.003898287190065865,0.01089896126889248,4.872858987582331e-05,0.00955892504730734,0.022252722709959313,37191
528,81801,40482,32970,133,636,0,5941,1639,0500000US37195,"Wilson County, North Carolina",0.4948839256243811,0.4030513074412293,0.0016258969939242796,0.007774966076209337,0.0,0.07262747399176049,0.020036429872495445,37195
529,95626,85293,1789,4624,910,135,230,2645,0500000US38015,"Burleigh County, North Dakota",0.8919436136615565,0.018708301089661806,0.0483550498818313,0.00951624035304206,0.0014117499424842615,0.0024052036057139272,0.027659841465710162,38015
530,181923,157035,11269,1790,4190,0,905,6734,0500000US38017,"Cass County, North Dakota",0.8631948681585067,0.06194378940540778,0.009839327627622676,0.0230317222121447,0.0,0.004974632124580179,0.03701566047173804,38017
531,69451,59697,1695,2067,2175,1626,363,1828,0500000US38035,"Grand Forks County, North Dakota",0.85955565794589,0.024405696102287943,0.02976199046809981,0.03131704367107745,0.023412189889274453,0.005226706598897064,0.02632071532447337,38035
532,67641,57964,2381,647,1180,198,662,4609,0500000US38101,"Ward County, North Dakota",0.8569358820833518,0.03520054404872784,0.00956520453571059,0.017445040729734924,0.002927218698718233,0.009786963528037729,0.06813914637571887,38101
533,102351,84244,11407,349,953,0,741,4657,0500000US39003,"Allen County, Ohio",0.8230891735303025,0.11144981485281043,0.0034098347842229193,0.009311096129984075,0.0,0.007239792478822874,0.04550028822385712,39003
535,65327,59787,1879,582,1732,0,36,1311,0500000US39009,"Athens County, Ohio",0.9151958608232431,0.02876299233088922,0.008909026895464356,0.026512774197498735,0.0,0.0005510738285854241,0.020068271924319193,39009
536,67006,62343,2958,16,299,75,198,1117,0500000US39013,"Belmont County, Ohio",0.9304092170850372,0.04414530042085783,0.00023878458645494434,0.004462286959376772,0.0011193027490075515,0.002954959257379936,0.0166701489418858,39013
537,383134,320086,34039,651,14887,0,4359,9112,0500000US39017,"Butler County, Ohio",0.8354413860424812,0.08884358997113281,0.0016991444246660437,0.03885585721966727,0.0,0.01137722050248738,0.02378280183956527,39017
538,134083,116299,12025,147,876,0,819,3917,0500000US39023,"Clark County, Ohio",0.867365736148505,0.08968325589373746,0.001096335851673963,0.006533266707934637,0.0,0.006108156887897794,0.029213248510251113,39023
539,206428,196209,1967,56,2318,0,245,5633,0500000US39025,"Clermont County, Ohio",0.9504960567364892,0.009528746100335226,0.0002712810277675509,0.011229096827949698,0.0,0.0011868544964830352,0.027287964810975254,39025
541,1235072,766146,366313,3975,40838,964,20009,36827,0500000US39035,"Cuyahoga County, Ohio",0.6203249689086952,0.2965924253808685,0.0032184358482744324,0.03306527878536636,0.0007805212975437869,0.016200674940408333,0.029817694838843403,39035
542,209177,178784,7420,317,15355,69,1806,5426,0500000US39041,"Delaware County, Ohio",0.8547019987857174,0.03547235116671527,0.0015154629811116901,0.07340673209769717,0.0003298641820085382,0.008633836416049565,0.02593975437070041,39041
543,74266,63795,6974,181,305,0,874,2137,0500000US39043,"Erie County, Ohio",0.8590068133466189,0.09390569035628686,0.0024371852530094525,0.004106859127999353,0.0,0.011768507796299787,0.028774944119785636,39043
544,157574,135028,13159,85,2985,0,1615,4702,0500000US39045,"Fairfield County, Ohio",0.8569180194702172,0.08350996991889525,0.0005394290936321983,0.01894348052343661,0.0,0.010249152779011766,0.02983994821480701,39045
545,1316756,858933,304051,3103,71200,463,29721,49285,0500000US39049,"Franklin County, Ohio",0.6523099192257336,0.23090914337963905,0.0023565489733861095,0.05407228066551434,0.00035162171275467894,0.022571379967131343,0.03742910607584093,39049
547,168937,144690,10956,479,4356,627,1084,6745,0500000US39057,"Greene County, Ohio",0.8564731231169016,0.06485257818003161,0.002835376501299301,0.025784759999289676,0.0037114427271704837,0.006416593167867311,0.03992612630744005,39057
548,817473,550516,209849,868,21332,547,5760,28601,0500000US39061,"Hamilton County, Ohio",0.6734363092114357,0.25670450277868506,0.0010618087692192892,0.026095051457357,0.0006691352497269023,0.007046104275003578,0.034987088258572455,39061
549,75783,69846,1228,232,1422,0,1403,1652,0500000US39063,"Hancock County, Ohio",0.9216578916115752,0.016204161883271975,0.003061372603354314,0.01876410276711136,0.0,0.018513386907353893,0.021799084227333308,39063
550,65325,59374,3564,0,364,0,222,1801,0500000US39081,"Jefferson County, Ohio",0.9089016456180635,0.054557979334098734,0.0,0.005572139303482587,0.0,0.0033983926521239955,0.027569843092231153,39081
551,230149,209083,10865,113,2979,228,1988,4893,0500000US39085,"Lake County, Ohio",0.9084679924744404,0.04720854750618078,0.0004909862741093814,0.012943788589131389,0.0009906625707693712,0.008637882415304868,0.02126014017006374,39085
552,176862,160352,7418,49,2821,0,384,5838,0500000US39089,"Licking County, Ohio",0.9066503827843178,0.04194230530017754,0.0002770521649647748,0.015950288925829177,0.0,0.002171184313193337,0.03300878651151745,39089
553,309833,264445,23270,1473,4382,67,3846,12350,0500000US39093,"Lorain County, Ohio",0.8535081802132116,0.07510497590637537,0.004754174022780014,0.014143102897367291,0.00021624552581551998,0.012413138690843132,0.03986018274360704,39093
554,428348,309082,81931,1270,7376,630,7692,20367,0500000US39095,"Lucas County, Ohio",0.7215675105288224,0.191272049828644,0.0029648790235976357,0.0172196438409891,0.0014707667597374098,0.017957361771270088,0.04754778824693941,39095
