,GEO_ID,County,fips,race,perc_total
6501,0500000US21067,"Fayette County, Kentucky",21067,perc_White,0.7349173144526415
6502,0500000US21093,"Hardin County, Kentucky",21093,perc_White,0.7893977901548334
6503,0500000US21111,"Jefferson County, Kentucky",21111,perc_White,0.7132272675697776
6504,0500000US21117,"Kenton County, Kentucky",21117,perc_White,0.9003161714511551
6505,0500000US21145,"McCracken County, Kentucky",21145,perc_White,0.8454859518786878
6506,0500000US21151,"Madison County, Kentucky",21151,perc_White,0.9131061331153817
6507,0500000US21185,"Oldham County, Kentucky",21185,perc_White,0.9199239509573497
6508,0500000US21227,"Warren County, Kentucky",21227,perc_White,0.8097986395376836
6509,0500000US22015,"Bossier Parish, Louisiana",22015,perc_White,0.7141114146049639
6510,0500000US22017,"Caddo Parish, Louisiana",22017,perc_White,0.46181162678390036
6511,0500000US22019,"Calcasieu Parish, Louisiana",22019,perc_White,0.6968334021510451
6512,0500000US22033,"East Baton Rouge Parish, Louisiana",22033,perc_White,0.4592906860216471
6513,0500000US22045,"Iberia Parish, Louisiana",22045,perc_White,0.5956036087641415
6514,0500000US22051,"Jefferson Parish, Louisiana",22051,perc_White,0.6297327355587258
6515,0500000US22055,"Lafayette Parish, Louisiana",22055,perc_White,0.6897745406931544
6516,0500000US22057,"Lafourche Parish, Louisiana",22057,perc_White,0.8033786137234413
6517,0500000US22071,"Orleans Parish, Louisiana",22071,perc_White,0.33986169209317585
6518,0500000US22073,"Ouachita Parish, Louisiana",22073,perc_White,0.5716242929559823
6519,0500000US22079,"Rapides Parish, Louisiana",22079,perc_White,0.6326437739108972
6520,0500000US22103,"St. Tammany Parish, Louisiana",22103,perc_White,0.8222287928300163
6521,0500000US22109,"Terrebonne Parish, Louisiana",22109,perc_White,0.7027457654737871
6522,0500000US23001,"Androscoggin County, Maine",23001,perc_White,0.9133056881886273
6523,0500000US23003,"Aroostook County, Maine",23003,perc_White,0.9453135485795243
6524,0500000US23005,"Cumberland County, Maine",23005,perc_White,0.9141737541652118
6525,0500000US23011,"Kennebec County, Maine",23011,perc_White,0.9552991774459944
6526,0500000US23019,"Penobscot County, Maine",23019,perc_White,0.939591713331756
6527,0500000US23031,"York County, Maine",23031,perc_White,0.9504384972139414
6528,0500000US24001,"Allegany County, Maryland",24001,perc_White,0.8742757327880027
6529,0500000US24003,"Anne Arundel County, Maryland",24003,perc_White,0.7214959757196573
6530,0500000US24005,"Baltimore County, Maryland",24005,perc_White,0.5840555011663464
6531,0500000US24009,"Calvert County, Maryland",24009,perc_White,0.8135855174277222
6532,0500000US24013,"Carroll County, Maryland",24013,perc_White,0.9130646434783641
6533,0500000US24015,"Cecil County, Maryland",24015,perc_White,0.8759126926255408
6534,0500000US24017,"Charles County, Maryland",24017,perc_White,0.4090360597095377
6535,0500000US24021,"Frederick County, Maryland",24021,perc_White,0.7962372903558893
6536,0500000US24025,"Harford County, Maryland",24025,perc_White,0.7806734236085828
6537,0500000US24027,"Howard County, Maryland",24027,perc_White,0.551331020295373
6538,0500000US24031,"Montgomery County, Maryland",24031,perc_White,0.5107177392337211
6539,0500000US24033,"Prince George's County, Maryland",24033,perc_White,0.16013051410548682
6540,0500000US24037,"St. Mary's County, Maryland",24037,perc_White,0.768029248524359
6541,0500000US24043,"Washington County, Maryland",24043,perc_White,0.8052022853511113
6542,0500000US24045,"Wicomico County, Maryland",24045,perc_White,0.6525301856016369
6543,0500000US24510,"Baltimore city, Maryland",24510,perc_White,0.30325532022443513
6544,0500000US25001,"Barnstable County, Massachusetts",25001,perc_White,0.9143293112352693
6545,0500000US25003,"Berkshire County, Massachusetts",25003,perc_White,0.8938884620309899
